Date,Quantity Sold (kilo),Unit Selling Price (RMB/kg),Discount (Yes/No)
2020/9/18,0.276,4,No
2020/9/19,0.251,4,No
2020/9/19,0.276,4,No
2020/9/19,0.477,4,No
2020/9/19,0.276,4,No
2020/9/19,0.653,4,No
2020/9/19,0.402,4,No
2020/9/19,0.553,4,No
2020/9/19,0.276,4,No
2020/9/19,0.528,4,No
2020/9/19,0.302,4,No
2020/9/19,0.603,4,No
2020/9/19,0.302,4,No
2020/9/19,0.427,4,No
2020/9/19,0.603,4,No
2020/9/19,0.477,4,No
2020/9/19,0.327,4,No
2020/9/19,0.754,4,No
2020/9/19,0.226,4,No
2020/9/19,0.302,4,No
2020/9/19,0.402,4,No
2020/9/20,0.427,4,No
2020/9/20,0.729,4,No
2020/9/20,0.477,4,No
2020/9/20,0.678,4,No
2020/9/20,0.93,4,No
2020/9/20,0.578,4,No
2020/9/20,0.553,4,No
2020/9/20,0.528,4,No
2020/9/20,0.528,4,No
2020/9/20,0.276,4,No
2020/9/20,0.477,4,No
2020/9/20,0.603,4,No
2020/9/20,0.553,4,No
2020/9/20,0.352,4,No
2020/9/20,0.503,4,No
2020/9/20,0.578,4,No
2020/9/20,0.578,4,No
2020/9/20,0.302,4,No
2020/9/21,0.603,4,No
2020/9/21,0.503,4,No
2020/9/21,0.578,4,No
2020/9/21,0.377,4,No
2020/9/21,0.176,4,No
2020/9/21,0.452,4,No
2020/9/21,0.603,4,No
2020/9/21,0.226,4,No
2020/9/21,0.503,4,No
2020/9/21,0.804,4,No
2020/9/21,0.176,4,No
2020/9/21,0.503,4,No
2020/9/21,0.226,4,No
2020/9/21,0.427,4,No
2020/9/21,0.226,4,No
2020/9/21,0.503,4,No
2020/9/21,0.452,4,No
2020/9/21,0.528,4,No
2020/9/21,0.377,4,No
2020/9/21,0.201,4,No
2020/9/22,0.251,4,No
2020/9/22,0.327,4,No
2020/9/22,0.276,4,No
2020/9/22,0.251,4,No
2020/9/22,0.729,4,No
2020/9/22,0.477,4,No
2020/9/22,0.503,4,No
2020/9/22,0.528,4,No
2020/9/22,0.477,4,No
2020/9/22,0.377,4,No
2020/9/22,0.503,4,No
2020/9/22,0.251,4,No
2020/9/22,0.402,4,No
2020/9/22,0.503,4,No
2020/9/22,0.754,4,No
2020/9/22,0.327,4,No
2020/9/22,0.327,4,No
2020/9/22,0.302,4,No
2020/9/23,0.402,4,No
2020/9/23,0.377,4,No
2020/9/23,0.176,4,No
2020/9/23,0.377,4,No
2020/9/23,0.503,4,No
2020/9/23,0.201,4,No
2020/9/23,0.176,4,No
2020/9/23,0.151,4,No
2020/9/23,1.181,4,No
2020/9/23,0.352,4,No
2020/9/23,0.452,4,No
2020/9/23,0.503,4,No
2020/9/23,0.226,4,No
2020/9/23,0.251,4,No
2020/9/23,0.452,4,No
2020/9/23,0.251,4,No
2020/9/23,0.427,4,No
2020/9/23,0.377,4,No
2020/9/23,0.276,4,No
2020/9/23,0.477,4,No
2020/9/23,0.377,4,No
2020/9/23,0.201,4,No
2020/9/24,0.427,4,No
2020/9/24,0.427,4,No
2020/9/24,0.427,4,No
2020/9/24,0.503,4,No
2020/9/24,0.427,4,No
2020/9/24,0.402,4,No
2020/9/24,0.302,4,No
2020/9/24,0.377,4,No
2020/9/24,0.327,4,No
2020/9/24,0.427,4,No
2020/9/24,0.402,4,No
2020/9/24,0.402,4,No
2020/9/24,0.402,4,No
2020/9/24,0.402,4,No
2020/9/24,0.402,4,No
2020/9/24,0.402,4,No
2020/9/24,0.176,4,No
2020/9/24,0.377,4,No
2020/9/25,0.528,4,No
2020/9/25,0.452,4,No
2020/9/25,0.352,4,No
2020/9/25,0.477,4,No
2020/9/25,0.704,4,No
2020/9/25,0.377,4,No
2020/9/25,0.553,4,No
2020/9/25,0.452,4,No
2020/9/25,0.578,4,No
2020/9/25,0.377,4,No
2020/9/25,0.503,4,No
2020/9/25,0.452,4,No
2020/9/25,0.578,4,No
2020/9/25,0.226,4,No
2020/9/25,0.402,4,No
2020/9/26,0.503,4,No
2020/9/26,0.477,4,No
2020/9/26,0.578,4,No
2020/9/26,0.452,4,No
2020/9/26,0.477,4,No
2020/9/26,0.528,4,No
2020/9/26,0.553,4,No
2020/9/26,0.201,4,No
2020/9/26,0.578,4,No
2020/9/26,0.226,4,No
2020/9/26,0.729,4,No
2020/9/26,0.503,4,No
2020/9/26,0.251,4,No
2020/9/26,0.477,4,No
2020/9/26,0.452,4,No
2020/9/26,0.553,4,No
2020/9/26,0.201,4,No
2020/9/26,0.251,4,No
2020/9/27,0.452,4,No
2020/9/27,0.251,4,No
2020/9/27,0.201,4,No
2020/9/27,0.528,4,No
2020/9/27,0.779,4,No
2020/9/27,0.477,4,No
2020/9/27,0.377,4,No
2020/9/27,0.276,4,No
2020/9/27,0.653,4,No
2020/9/27,1.106,4,No
2020/9/27,0.452,4,No
2020/9/27,0.251,4,No
2020/9/27,0.377,4,No
2020/9/27,0.327,4,No
2020/9/27,0.427,4,No
2020/9/27,0.176,4,No
2020/9/27,0.226,4,No
2020/9/27,0.352,4,No
2020/9/27,0.327,4,No
2020/9/27,0.352,4,No
2020/9/28,0.276,4,No
2020/9/28,0.251,4,No
2020/9/28,0.477,4,No
2020/9/28,0.452,4,No
2020/9/28,0.276,4,No
2020/9/28,0.276,4,No
2020/9/28,0.477,4,No
2020/9/28,0.402,4,No
2020/9/28,0.427,4,No
2020/9/28,0.503,4,No
2020/9/28,0.402,4,No
2020/9/28,0.452,4,No
2020/9/28,0.452,4,No
2020/9/28,0.528,4,No
2020/9/28,0.477,4,No
2020/9/28,0.477,4,No
2020/9/28,0.452,4,No
2020/9/28,0.176,4,No
2020/9/28,0.477,4,No
2020/9/28,0.251,4,No
2020/9/28,0.201,4,No
2020/9/29,0.279,3.6,No
2020/9/29,0.559,3.6,No
2020/9/29,0.559,3.6,No
2020/9/29,0.168,3.6,No
2020/9/29,0.475,3.6,No
2020/9/29,0.475,3.6,No
2020/9/29,0.559,3.6,No
2020/9/29,0.251,3.6,No
2020/9/29,0.503,3.6,No
2020/9/29,0.475,3.6,No
2020/9/29,0.224,3.6,No
2020/9/29,0.643,3.6,No
2020/9/29,0.279,3.6,No
2020/9/29,0.168,3.6,No
2020/9/29,0.279,3.6,No
2020/9/30,0.779,4,No
2020/9/30,0.628,4,No
2020/9/30,0.276,4,No
2020/9/30,0.553,4,No
2020/9/30,0.302,4,No
2020/9/30,0.302,4,No
2020/9/30,0.477,4,No
2020/9/30,0.226,4,No
2020/9/30,0.352,4,No
2020/9/30,0.302,4,No
2020/9/30,0.653,4,No
2020/9/30,0.302,4,No
2020/9/30,0.528,4,No
2020/9/30,0.226,4,No
2020/9/30,0.452,4,No
2020/9/30,0.477,4,No
2020/9/30,0.528,4,No
2020/9/30,0.251,4,No
2020/10/1,0.452,4,No
2020/10/1,0.302,4,No
2020/10/1,0.352,4,No
2020/10/1,0.226,4,No
2020/10/1,0.452,4,No
2020/10/1,0.452,4,No
2020/10/1,0.503,4,No
2020/10/1,0.427,4,No
2020/10/1,0.779,4,No
2020/10/1,0.528,4,No
2020/10/1,0.477,4,No
2020/10/1,0.452,4,No
2020/10/1,0.201,4,No
2020/10/1,0.653,4,No
2020/10/1,0.653,4,No
2020/10/1,0.276,4,No
2020/10/1,0.327,4,No
2020/10/1,0.427,4,No
2020/10/1,0.779,4,No
2020/10/1,0.653,4,No
2020/10/1,0.251,4,No
2020/10/1,0.352,4,No
2020/10/1,0.578,4,No
2020/10/1,0.528,4,No
2020/10/1,0.829,4,No
2020/10/1,0.477,4,No
2020/10/1,0.603,4,No
2020/10/1,0.452,4,No
2020/10/1,0.402,4,No
2020/10/1,0.251,4,No
2020/10/1,0.302,4,No
2020/10/1,0.603,4,No
2020/10/1,0.477,4,No
2020/10/1,0.452,4,No
2020/10/1,0.804,4,No
2020/10/1,0.528,4,No
2020/10/1,0.477,4,No
2020/10/1,0.251,4,No
2020/10/1,0.402,4,No
2020/10/1,0.427,4,No
2020/10/2,0.349,4.6,No
2020/10/2,0.415,4.6,No
2020/10/2,0.153,4.6,No
2020/10/2,0.611,4.6,No
2020/10/2,0.197,4.6,No
2020/10/2,0.175,4.6,No
2020/10/2,0.611,4.6,No
2020/10/2,0.175,4.6,No
2020/10/2,0.371,4.6,No
2020/10/2,0.393,4.6,No
2020/10/2,0.262,4.6,No
2020/10/2,0.415,4.6,No
2020/10/2,0.393,4.6,No
2020/10/2,0.371,4.6,No
2020/10/2,0.24,4.6,No
2020/10/2,0.131,4.6,No
2020/10/3,0.655,4.6,No
2020/10/3,0.48,4.6,No
2020/10/3,0.917,4.6,No
2020/10/3,0.24,4.6,No
2020/10/3,0.633,4.6,No
2020/10/3,0.852,4.6,No
2020/10/3,0.808,4.6,No
2020/10/3,0.197,4.6,No
2020/10/3,0.284,4.6,No
2020/10/3,0.48,4.6,No
2020/10/3,0.393,4.6,No
2020/10/3,0.502,4.6,No
2020/10/3,0.371,4.6,No
2020/10/3,0.415,4.6,No
2020/10/3,0.284,4.6,No
2020/10/3,0.437,4.6,No
2020/10/3,0.306,4.6,No
2020/10/3,0.459,4.6,No
2020/10/4,0.302,4,No
2020/10/4,0.477,4,No
2020/10/4,0.578,4,No
2020/10/4,0.477,4,No
2020/10/4,0.553,4,No
2020/10/4,1.256,4,No
2020/10/4,0.503,4,No
2020/10/4,0.528,4,No
2020/10/4,0.93,4,No
2020/10/4,0.402,4,No
2020/10/4,0.628,4,No
2020/10/4,0.352,4,No
2020/10/4,0.276,4,No
2020/10/4,0.251,4,No
2020/10/4,0.226,4,No
2020/10/5,0.402,4,No
2020/10/5,0.678,4,No
2020/10/5,0.302,4,No
2020/10/5,0.302,4,No
2020/10/5,0.377,4,No
2020/10/5,0.377,4,No
2020/10/5,0.879,4,No
2020/10/5,0.352,4,No
2020/10/5,0.653,4,No
2020/10/5,0.879,4,No
2020/10/5,1.106,4,No
2020/10/5,0.302,4,No
2020/10/5,0.327,4,No
2020/10/6,0.361,5,No
2020/10/6,1.165,5,No
2020/10/6,0.703,5,No
2020/10/6,0.241,5,No
2020/10/6,0.361,5,No
2020/10/6,0.281,5,No
2020/10/6,0.361,5,No
2020/10/6,0.361,5,No
2020/10/6,0.181,5,No
2020/10/7,0.542,5,No
2020/10/7,0.281,5,No
2020/10/7,0.542,5,No
2020/10/7,0.221,5,No
2020/10/7,0.281,5,No
2020/10/7,0.241,5,No
2020/10/7,0.623,5,No
2020/10/7,0.502,5,No
2020/10/7,0.361,5,No
2020/10/7,0.703,5,No
2020/10/7,0.783,5,No
2020/10/7,0.422,5,No
2020/10/7,0.301,5,No
2020/10/7,0.522,5,No
2020/10/7,0.221,5,No
2020/10/7,0.241,5,No
2020/10/7,0.301,5,No
2020/10/7,0.281,5,No
2020/10/7,0.628,4,Yes
2020/10/7,0.754,4,Yes
2020/10/8,0.462,5,No
2020/10/8,0.241,5,No
2020/10/8,0.462,5,No
2020/10/8,0.422,5,No
2020/10/8,0.281,5,No
2020/10/8,0.301,5,No
2020/10/8,0.261,5,No
2020/10/8,0.321,5,No
2020/10/8,0.301,5,No
2020/10/8,0.261,5,No
2020/10/8,0.482,5,No
2020/10/8,0.703,5,No
2020/10/8,0.442,5,No
2020/10/8,0.201,5,No
2020/10/8,0.261,5,No
2020/10/8,0.241,5,No
2020/10/8,0.422,5,No
2020/10/8,0.803,5,No
2020/10/9,0.281,5,No
2020/10/9,0.482,5,No
2020/10/9,0.783,5,No
2020/10/9,0.502,5,No
2020/10/9,0.241,5,No
2020/10/9,0.281,5,No
2020/10/9,0.301,5,No
2020/10/9,0.321,5,No
2020/10/9,0.402,5,No
2020/10/9,0.562,5,No
2020/10/9,0.502,5,No
2020/10/9,0.442,5,No
2020/10/9,0.221,5,No
2020/10/9,0.281,5,No
2020/10/9,0.161,5,No
2020/10/9,0.542,5,No
2020/10/10,0.281,5,No
2020/10/10,0.502,5,No
2020/10/10,0.723,5,No
2020/10/10,0.281,5,No
2020/10/10,0.221,5,No
2020/10/10,0.703,5,No
2020/10/10,0.562,5,No
2020/10/10,0.201,5,No
2020/10/10,0.442,5,No
2020/10/10,0.462,5,No
2020/10/10,0.542,5,No
2020/10/10,0.502,5,No
2020/10/10,0.201,5,No
2020/10/10,0.221,5,No
2020/10/11,0.442,5,No
2020/10/11,0.582,5,No
2020/10/11,0.462,5,No
2020/10/11,0.442,5,No
2020/10/11,0.181,5,No
2020/10/11,0.261,5,No
2020/10/11,0.843,5,No
2020/10/11,0.422,5,No
2020/10/11,0.341,5,No
2020/10/11,0.402,5,No
2020/10/11,0.241,5,No
2020/10/11,0.582,5,No
2020/10/11,0.221,5,No
2020/10/11,0.382,5,No
2020/10/11,0.261,5,No
2020/10/11,0.321,5,No
2020/10/11,0.422,5,No
2020/10/11,0.442,5,No
2020/10/13,0.361,5,No
2020/10/13,0.462,5,No
2020/10/13,0.442,5,No
2020/10/13,0.221,5,No
2020/10/13,0.201,5,No
2020/10/13,0.241,5,No
2020/10/13,0.241,5,No
2020/10/13,0.623,5,No
2020/10/13,0.542,5,No
2020/10/13,0.241,5,No
2020/10/13,0.341,5,No
2020/10/13,0.402,5,No
2020/10/13,0.482,5,No
2020/10/13,0.281,5,No
2020/10/13,0.422,5,No
2020/10/13,0.361,5,No
2020/10/13,0.261,5,No
2020/10/13,0.201,5,No
2020/10/13,0.522,5,No
2020/10/13,0.442,5,No
2020/10/13,0.261,5,No
2020/10/14,0.783,5,No
2020/10/14,0.522,5,No
2020/10/14,0.341,5,No
2020/10/14,0.542,5,No
2020/10/14,0.462,5,No
2020/10/14,0.623,5,No
2020/10/14,1.024,5,No
2020/10/14,0.562,5,No
2020/10/14,0.442,5,No
2020/10/14,0.281,5,No
2020/10/14,0.984,5,No
2020/10/14,0.562,5,No
2020/10/14,0.502,5,No
2020/10/14,0.221,5,No
2020/10/14,0.281,5,No
2020/10/14,0.321,5,No
2020/10/14,0.181,5,No
2020/10/14,0.181,5,No
2020/10/15,0.502,5,No
2020/10/15,0.402,5,No
2020/10/15,0.663,5,No
2020/10/15,0.462,5,No
2020/10/15,0.382,5,No
2020/10/15,0.341,5,No
2020/10/15,0.462,5,No
2020/10/15,0.382,5,No
2020/10/15,0.402,5,No
2020/10/15,0.402,5,No
2020/10/15,0.442,5,No
2020/10/15,0.161,5,No
2020/10/15,0.221,5,No
2020/10/15,0.221,5,No
2020/10/15,0.221,5,No
2020/10/15,0.201,5,No
2020/10/15,0.442,5,No
2020/10/15,0.482,5,No
2020/10/15,0.422,5,No
2020/10/15,0.502,5,No
2020/10/15,0.241,5,No
2020/10/15,0.462,5,No
2020/10/15,0.201,5,No
2020/10/15,0.422,5,No
2020/10/15,0.442,5,No
2020/10/16,0.234,6,No
2020/10/16,0.435,6,No
2020/10/16,0.418,6,No
2020/10/16,0.435,6,No
2020/10/16,0.217,6,No
2020/10/16,0.167,6,No
2020/10/16,0.452,6,No
2020/10/16,0.401,6,No
2020/10/16,0.351,6,No
2020/10/16,0.435,6,No
2020/10/16,0.468,6,No
2020/10/16,0.368,6,No
2020/10/16,0.385,6,No
2020/10/16,0.569,6,No
2020/10/16,0.184,6,No
2020/10/16,0.418,6,No
2020/10/16,0.452,6,No
2020/10/16,0.401,6,No
2020/10/16,0.201,6,No
2020/10/16,0.234,6,No
2020/10/16,0.201,6,No
2020/10/17,0.268,6,No
2020/10/17,0.535,6,No
2020/10/17,0.334,6,No
2020/10/17,0.251,6,No
2020/10/17,0.234,6,No
2020/10/17,0.502,6,No
2020/10/17,0.502,6,No
2020/10/17,0.268,6,No
2020/10/17,0.518,6,No
2020/10/17,0.552,6,No
2020/10/17,0.518,6,No
2020/10/17,0.234,6,No
2020/10/17,0.301,6,No
2020/10/17,0.234,6,No
2020/10/17,0.251,6,No
2020/10/17,0.368,6,No
2020/10/17,0.719,6,No
2020/10/17,0.485,6,No
2020/10/17,0.502,6,No
2020/10/17,0.217,6,No
2020/10/17,0.284,6,No
2020/10/17,0.268,6,No
2020/10/17,0.552,6,No
2020/10/17,0.268,6,No
2020/10/17,0.435,6,No
2020/10/17,0.535,6,No
2020/10/18,0.284,6,No
2020/10/18,0.468,6,No
2020/10/18,0.318,6,No
2020/10/18,0.251,6,No
2020/10/18,0.234,6,No
2020/10/18,0.502,6,No
2020/10/18,0.535,6,No
2020/10/18,0.251,6,No
2020/10/18,0.268,6,No
2020/10/18,0.535,6,No
2020/10/18,0.234,6,No
2020/10/18,0.652,6,No
2020/10/18,0.87,6,No
2020/10/18,0.251,6,No
2020/10/18,0.268,6,No
2020/10/18,0.769,6,No
