Date,Quantity Sold (kilo),Unit Selling Price (RMB/kg),Discount (Yes/No)
2020/7/3,0.318,6,No
2020/7/3,0.368,6,No
2020/7/3,0.334,6,No
2020/7/3,0.578,4,Yes
2020/7/3,0.327,4,Yes
2020/7/3,0.829,4,Yes
2020/7/3,0.327,4,Yes
2020/7/4,0.368,6,No
2020/7/4,0.452,6,No
2020/7/4,0.435,6,No
2020/7/4,0.385,6,No
2020/7/4,0.435,6,No
2020/7/4,0.452,6,No
2020/7/4,0.452,6,No
2020/7/4,0.518,6,No
2020/7/4,0.435,6,No
2020/7/4,0.385,6,No
2020/7/4,0.418,6,No
2020/7/4,0.819,6,No
2020/7/4,0.418,6,No
2020/7/4,0.418,6,No
2020/7/4,0.318,6,No
2020/7/4,0.318,6,No
2020/7/4,0.468,6,No
2020/7/4,0.452,6,No
2020/7/4,0.485,6,No
2020/7/4,0.602,6,No
2020/7/4,0.351,6,No
2020/7/4,0.418,6,No
2020/7/4,0.401,6,No
2020/7/4,0.385,6,No
2020/7/4,0.334,6,No
2020/7/4,0.686,6,No
2020/7/4,0.318,6,No
2020/7/4,0.301,6,No
2020/7/4,0.769,6,No
2020/7/4,0.268,6,No
2020/7/4,0.301,6,No
2020/7/4,0.636,6,No
2020/7/4,0.401,6,No
2020/7/4,0.585,6,No
2020/7/4,0.351,6,No
2020/7/4,0.351,6,No
2020/7/4,0.686,6,No
2020/7/4,0.401,6,No
2020/7/4,0.268,6,No
2020/7/4,0.318,6,No
2020/7/4,0.351,6,No
2020/7/4,0.385,6,No
2020/7/4,0.401,6,No
2020/7/4,0.284,6,No
2020/7/4,0.318,6,No
2020/7/4,0.334,6,No
2020/7/4,0.334,6,No
2020/7/4,0.301,6,No
2020/7/4,0.301,6,No
2020/7/5,0.334,6,No
2020/7/5,0.418,6,No
2020/7/5,0.418,6,No
2020/7/5,0.351,6,No
2020/7/5,0.334,6,No
2020/7/5,0.468,6,No
2020/7/5,0.368,6,No
2020/7/5,0.385,6,No
2020/7/5,0.753,6,No
2020/7/5,0.385,6,No
2020/7/5,0.334,6,No
2020/7/5,0.385,6,No
2020/7/5,0.401,6,No
2020/7/5,0.368,6,No
2020/7/5,0.452,6,No
2020/7/5,0.351,6,No
2020/7/5,0.334,6,No
2020/7/5,0.502,6,No
2020/7/5,0.452,6,No
2020/7/5,0.819,6,No
2020/7/5,0.452,6,No
2020/7/5,0.385,6,No
2020/7/5,0.351,6,No
2020/7/5,0.485,6,No
2020/7/5,0.385,6,No
2020/7/5,0.334,6,No
2020/7/5,0.351,6,No
2020/7/5,0.418,5.8,Yes
2020/7/5,0.669,6,No
2020/7/5,0.351,6,No
2020/7/5,0.736,6,No
2020/7/5,0.401,6,No
2020/7/5,0.334,6,No
2020/7/5,1.037,6,No
2020/7/5,0.301,6,No
2020/7/5,0.385,6,No
2020/7/5,0.452,6,No
2020/7/5,0.385,6,No
2020/7/5,0.368,6,No
2020/7/5,0.468,6,No
2020/7/5,0.502,6,No
2020/7/5,0.786,6,No
2020/7/5,0.318,6,No
2020/7/5,0.251,6,No
2020/7/5,0.401,6,No
2020/7/5,0.334,6,No
2020/7/5,0.385,6,No
2020/7/5,0.385,6,No
2020/7/5,0.485,6,No
2020/7/5,0.351,6,No
2020/7/5,0.284,6,No
2020/7/5,0.401,6,No
2020/7/5,0.351,6,No
2020/7/5,0.953,6,No
2020/7/5,0.368,6,No
2020/7/5,0.535,6,No
2020/7/5,0.385,6,No
2020/7/5,0.418,6,No
2020/7/5,0.435,6,No
2020/7/5,0.385,6,No
2020/7/5,0.468,6,No
2020/7/5,0.468,6,No
2020/7/5,0.903,6,No
2020/7/5,0.418,6,No
2020/7/5,0.385,6,No
2020/7/5,0.401,6,No
2020/7/5,0.368,6,No
2020/7/5,0.334,6,No
2020/7/5,0.819,6,No
2020/7/6,1.338,6,No
2020/7/6,0.418,6,No
2020/7/6,0.886,6,No
2020/7/6,0.401,6,No
2020/7/6,0.937,6,No
2020/7/6,0.368,6,No
2020/7/6,0.468,6,No
2020/7/6,0.468,6,No
2020/7/6,0.334,6,No
2020/7/6,0.569,6,No
2020/7/6,0.552,6,No
2020/7/6,0.418,6,No
2020/7/6,0.468,6,No
2020/7/6,0.468,6,No
2020/7/6,0.385,6,No
2020/7/6,0.452,6,No
2020/7/6,0.485,6,No
2020/7/6,0.485,6,No
2020/7/6,0.803,6,No
2020/7/6,0.468,6,No
2020/7/6,0.468,6,No
2020/7/6,0.368,6,No
2020/7/6,0.418,6,No
2020/7/6,0.485,6,No
2020/7/6,0.368,6,No
2020/7/6,0.468,6,No
2020/7/6,0.385,6,No
2020/7/7,0.435,6,No
2020/7/7,0.401,6,No
2020/7/7,0.435,6,No
2020/7/7,0.418,6,No
2020/7/7,0.702,6,No
2020/7/7,0.401,6,No
2020/7/7,0.401,6,No
2020/7/7,0.368,6,No
2020/7/7,0.368,6,No
2020/7/7,0.301,6,No
2020/7/7,0.753,6,No
2020/7/7,0.385,6,No
2020/7/7,0.318,6,No
2020/7/7,0.351,6,No
2020/7/7,0.385,6,No
2020/7/7,0.401,6,No
2020/7/7,0.385,6,No
2020/7/7,0.268,6,No
2020/7/7,0.435,6,No
2020/7/7,0.301,6,No
2020/7/7,0.284,6,No
2020/7/7,0.401,6,No
2020/7/7,0.719,6,No
2020/7/7,0.234,6,No
2020/7/7,0.318,6,No
2020/7/7,0.435,6,No
2020/7/7,0.401,6,No
2020/7/7,0.418,6,No
2020/7/7,0.334,6,No
2020/7/8,0.485,6,No
2020/7/8,0.418,6,No
2020/7/8,0.418,6,No
2020/7/8,0.318,6,No
2020/7/8,0.452,6,No
2020/7/8,0.418,6,No
2020/7/8,0.886,6,No
2020/7/8,0.435,6,No
2020/7/8,0.468,6,No
2020/7/8,0.953,6,No
2020/7/8,0.468,6,No
2020/7/8,0.385,6,No
2020/7/8,0.937,6,No
2020/7/8,0.886,6,No
2020/7/9,0.385,6,No
2020/7/9,0.351,6,No
2020/7/9,0.385,6,No
2020/7/9,0.435,6,No
2020/7/9,0.351,6,No
2020/7/9,0.853,6,No
2020/7/9,0.284,6,No
2020/7/9,0.485,6,No
2020/7/9,0.351,6,No
2020/7/9,0.418,6,No
2020/7/9,0.351,6,No
2020/7/9,0.435,6,No
2020/7/9,0.452,6,No
2020/7/9,0.552,6,No
2020/7/9,0.385,6,No
2020/7/9,0.468,6,No
2020/7/9,0.401,6,No
2020/7/9,0.502,6,No
2020/7/9,0.351,6,No
2020/7/9,0.318,6,No
2020/7/9,0.485,6,No
2020/7/9,0.368,6,No
2020/7/9,0.385,6,No
2020/7/9,0.435,6,No
2020/7/9,0.385,6,No
2020/7/9,0.385,6,No
2020/7/9,0.435,6,No
2020/7/9,0.418,6,No
2020/7/9,0.268,6,No
2020/7/9,0.351,6,No
2020/7/9,0.385,6,No
2020/7/9,0.452,6,No
2020/7/9,0.401,6,No
2020/7/9,0.435,6,No
2020/7/9,0.385,6,No
2020/7/9,0.401,6,No
2020/7/9,0.401,6,No
2020/7/9,0.452,6,No
2020/7/9,0.334,6,No
2020/7/9,0.769,6,No
2020/7/9,0.251,6,No
2020/7/9,0.452,6,No
2020/7/10,0.452,6,No
2020/7/10,0.301,6,No
2020/7/10,0.368,6,No
2020/7/10,0.385,6,No
2020/7/10,0.334,6,No
2020/7/10,0.418,6,No
2020/7/10,0.452,6,No
2020/7/10,0.753,6,No
2020/7/10,0.334,6,No
2020/7/10,0.435,6,No
2020/7/10,0.234,6,No
2020/7/10,0.318,6,No
2020/7/10,0.401,6,No
2020/7/10,0.435,6,No
2020/7/10,0.284,6,No
2020/7/10,0.301,6,No
2020/7/10,0.368,6,No
2020/7/10,0.368,6,No
2020/7/10,0.619,5.5,Yes
2020/7/10,0.301,6,No
2020/7/10,0.385,5.2,Yes
2020/7/10,0.385,6,No
2020/7/10,0.334,5.5,Yes
2020/7/10,0.769,6,No
2020/7/10,0.578,4,Yes
2020/7/10,1.106,4,Yes
2020/7/10,0.477,4,Yes
2020/7/10,0.528,4,Yes
2020/7/10,0.528,4,Yes
2020/7/10,0.553,4,Yes
2020/7/10,0.578,4,Yes
2020/7/10,0.98,4,Yes
2020/7/10,0.503,4,Yes
2020/7/10,0.352,4,Yes
2020/7/10,0.377,4,Yes
2020/7/10,0.402,4,Yes
2020/7/10,0.427,4,Yes
2020/7/10,0.302,4,Yes
2020/7/10,0.477,4,Yes
2020/7/10,0.327,4,Yes
2020/7/10,0.653,4,Yes
2020/7/10,0.402,4,Yes
2020/7/11,0.382,5,No
2020/7/11,0.803,5,No
2020/7/11,0.482,5,No
2020/7/11,0.361,5,No
2020/7/11,0.382,5,No
2020/7/11,0.402,5,No
2020/7/11,0.281,5,No
2020/7/11,0.341,5,No
2020/7/11,0.341,5,No
2020/7/11,0.361,4.7,Yes
2020/7/11,0.341,5,No
2020/7/11,0.361,5,No
2020/7/11,0.301,5,No
2020/7/11,0.402,5,No
2020/7/11,0.382,5,No
2020/7/11,0.783,5,No
2020/7/11,0.361,5,No
2020/7/11,0.341,5,No
2020/7/11,0.361,4.5,Yes
2020/7/11,0.402,5,No
2020/7/11,0.361,5,No
2020/7/11,0.321,5,No
2020/7/11,0.321,5,No
2020/7/11,0.402,5,No
2020/7/11,0.361,5,No
2020/7/11,0.281,4.2,Yes
2020/7/11,0.341,5,No
2020/7/11,0.341,5,No
2020/7/11,0.341,5,No
2020/7/11,0.402,5,No
2020/7/11,0.402,5,No
2020/7/11,0.723,5,No
2020/7/11,1.145,5,No
2020/7/11,0.402,4.8,Yes
2020/7/11,0.663,5,No
2020/7/11,0.361,4.5,Yes
2020/7/11,0.301,5,No
2020/7/11,0.743,5,No
2020/7/11,0.321,5,No
2020/7/11,0.723,4.3,Yes
2020/7/11,0.321,5,No
2020/7/11,0.341,5,No
2020/7/11,0.763,5,No
2020/7/11,0.321,5,No
2020/7/11,0.361,5,No
2020/7/11,0.341,5,No
2020/7/11,0.361,5,No
2020/7/11,0.382,5,No
2020/7/11,0.281,5,No
2020/7/11,0.361,5,No
2020/7/11,0.361,5,No
2020/7/11,0.382,4.5,Yes
2020/7/11,0.361,5,No
2020/7/11,0.341,5,No
2020/7/11,0.341,5,No
2020/7/11,0.281,4.7,Yes
2020/7/11,0.261,4.3,Yes
2020/7/12,0.422,5,No
2020/7/12,0.382,5,No
2020/7/12,0.542,5,No
2020/7/12,0.442,5,No
2020/7/12,0.502,5,No
2020/7/12,0.462,5,No
2020/7/12,0.502,5,No
2020/7/12,0.402,5,No
2020/7/12,0.422,5,No
2020/7/12,0.442,5,No
2020/7/12,0.442,5,No
2020/7/12,0.462,5,No
2020/7/12,0.382,5,No
2020/7/12,0.422,5,No
2020/7/12,0.462,5,No
2020/7/12,0.562,5,No
2020/7/12,0.402,4.3,Yes
2020/7/12,0.924,5,No
2020/7/12,0.422,5,No
2020/7/12,0.382,5,No
2020/7/12,0.462,4.6,Yes
2020/7/12,0.402,5,No
2020/7/12,0.402,5,No
2020/7/12,0.402,5,No
2020/7/12,0.562,5,No
2020/7/12,0.502,5,No
2020/7/12,0.442,5,No
2020/7/12,0.864,5,No
2020/7/12,0.341,5,No
2020/7/12,0.422,5,No
2020/7/12,0.361,5,No
2020/7/12,0.382,5,No
2020/7/12,0.964,5,No
2020/7/12,0.382,4.3,Yes
2020/7/12,0.422,5,No
2020/7/12,0.402,5,No
2020/7/12,0.542,5,No
2020/7/12,0.582,5,No
2020/7/12,0.281,5,No
2020/7/12,0.442,5,No
2020/7/12,0.522,5,No
2020/7/12,0.382,5,No
2020/7/12,0.422,5,No
2020/7/12,0.382,5,No
2020/7/12,0.502,5,No
2020/7/12,0.522,5,No
2020/7/12,0.301,5,No
2020/7/12,0.301,5,No
2020/7/12,0.341,5,No
2020/7/12,0.422,5,No
2020/7/12,0.361,5,No
2020/7/12,0.382,5,No
2020/7/12,0.402,5,No
2020/7/12,0.482,5,No
2020/7/12,0.382,5,No
2020/7/12,0.462,5,No
2020/7/12,0.402,4.7,Yes
2020/7/12,0.402,5,No
2020/7/12,0.422,5,No
2020/7/12,0.462,5,No
2020/7/12,0.341,5,No
2020/7/12,0.281,5,No
2020/7/12,0.361,5,No
2020/7/12,0.864,5,No
2020/7/12,0.422,5,No
2020/7/12,0.442,4.5,Yes
2020/7/12,0.502,5,No
2020/7/12,0.542,5,No
2020/7/12,0.442,5,No
2020/7/12,0.442,5,No
2020/7/12,0.321,5,No
2020/7/12,0.462,5,No
2020/7/12,0.221,5,No
2020/7/12,0.221,5,No
2020/7/13,0.377,4,No
2020/7/13,0.427,4,No
2020/7/13,0.427,4,No
2020/7/13,0.276,4,No
2020/7/13,0.377,4,No
2020/7/13,0.352,4,No
2020/7/13,0.402,3.4,Yes
2020/7/13,0.377,4,No
2020/7/13,0.352,4,No
2020/7/13,0.377,4,No
2020/7/13,0.377,4,No
2020/7/13,0.377,4,No
2020/7/13,0.352,4,No
2020/7/13,0.603,4,No
2020/7/13,0.704,4,No
2020/7/13,0.302,4,No
2020/7/13,0.402,4,No
2020/7/13,0.352,4,No
2020/7/13,0.377,2.9,Yes
2020/7/13,0.427,3.4,Yes
2020/7/13,0.352,4,No
2020/7/13,0.402,4,No
2020/7/13,0.327,4,No
2020/7/13,0.653,4,No
2020/7/13,0.276,3.7,Yes
2020/7/13,0.427,4,No
2020/7/13,0.402,4,No
2020/7/13,0.402,4,No
2020/7/13,0.402,4,No
2020/7/13,0.327,4,No
2020/7/13,0.402,3.7,Yes
2020/7/14,0.477,4,No
2020/7/14,0.377,4,No
2020/7/14,0.804,4,No
2020/7/14,0.427,4,No
2020/7/14,0.779,4,No
2020/7/14,0.503,4,No
2020/7/14,0.477,4,No
2020/7/14,0.377,4,No
2020/7/14,0.402,4,No
2020/7/14,0.402,4,No
2020/7/14,0.352,4,No
2020/7/14,0.377,4,No
2020/7/14,0.377,4,No
2020/7/14,0.452,4,No
2020/7/14,0.477,4,No
2020/7/14,0.452,4,No
2020/7/14,0.477,4,No
2020/7/14,0.352,4,No
2020/7/14,0.427,4,No
2020/7/14,0.503,4,No
2020/7/14,0.93,4,No
2020/7/14,0.503,4,No
2020/7/14,0.402,4,No
2020/7/14,0.452,3.8,Yes
2020/7/14,0.377,4,No
2020/7/15,0.402,4,No
2020/7/15,0.377,4,No
2020/7/15,0.452,4,No
2020/7/15,0.377,4,No
2020/7/15,0.427,4,No
2020/7/15,0.352,4,No
2020/7/15,0.427,4,No
2020/7/15,0.352,4,No
2020/7/15,0.402,4,No
2020/7/15,0.402,4,No
2020/7/15,0.452,3.6,Yes
2020/7/15,0.402,4,No
2020/7/15,0.427,4,No
2020/7/15,0.402,4,No
2020/7/15,0.452,4,No
2020/7/15,0.93,4,No
2020/7/15,0.427,4,No
2020/7/15,0.93,4,No
2020/7/15,0.377,4,No
2020/7/15,0.402,4,No
2020/7/15,0.427,4,No
2020/7/15,0.377,4,No
2020/7/15,0.402,4,No
2020/7/15,0.427,4,No
2020/7/15,0.477,4,No
2020/7/15,0.402,4,No
2020/7/15,0.402,4,No
2020/7/15,0.427,4,No
2020/7/15,0.402,4,No
2020/7/15,0.427,4,No
2020/7/15,0.352,4,No
2020/7/15,0.503,4,No
2020/7/16,0.327,4,No
2020/7/16,0.302,4,No
2020/7/16,0.327,4,No
2020/7/16,0.327,4,No
2020/7/16,0.201,4,No
2020/7/16,0.352,4,No
2020/7/16,0.603,4,No
2020/7/16,0.327,4,No
2020/7/16,0.402,4,No
2020/7/16,0.377,4,No
2020/7/16,0.302,4,No
2020/7/16,0.302,4,No
2020/7/16,0.302,4,No
2020/7/16,0.402,4,No
2020/7/16,0.452,4,No
2020/7/16,0.327,4,No
2020/7/16,0.251,4,No
2020/7/16,0.352,4,No
2020/7/16,0.603,4,No
2020/7/16,0.427,4,No
2020/7/16,0.302,4,No
2020/7/16,0.503,4,No
2020/7/16,0.905,4,No
2020/7/16,0.352,4,No
2020/7/16,0.352,4,No
2020/7/16,0.327,4,No
2020/7/16,0.578,4,No
2020/7/16,0.302,4,No
2020/7/16,0.477,4,No
2020/7/16,0.427,3.3,Yes
2020/7/16,0.276,4,No
2020/7/16,0.653,4,No
2020/7/16,0.352,4,No
2020/7/16,0.352,4,No
2020/7/16,0.603,4,No
2020/7/16,0.302,4,No
2020/7/16,0.578,4,No
2020/7/16,0.276,4,No
2020/7/16,0.704,4,No
2020/7/16,0.327,3.5,Yes
2020/7/16,0.327,4,No
2020/7/16,0.327,4,No
2020/7/16,0.302,4,No
2020/7/16,0.302,4,No
2020/7/16,0.578,4,No
2020/7/16,0.553,3.6,Yes
2020/7/16,0.302,4,No
2020/7/17,0.377,0.9,Yes
2020/7/17,0.377,4,No
2020/7/17,0.327,4,No
2020/7/17,0.276,4,No
2020/7/17,0.377,4,No
2020/7/17,0.879,4,No
2020/7/17,0.804,4,No
2020/7/17,0.427,3.7,Yes
2020/7/17,0.352,4,No
2020/7/17,0.402,4,No
2020/7/17,0.302,4,No
2020/7/17,0.402,4,No
2020/7/17,0.352,4,No
2020/7/17,0.352,4,No
2020/7/17,0.352,4,No
2020/7/17,0.352,4,No
2020/7/17,0.854,4,No
2020/7/17,0.452,4,No
2020/7/17,0.327,4,No
2020/7/17,0.452,4,No
2020/7/17,0.427,4,No
2020/7/17,0.402,4,No
2020/7/17,0.427,4,No
2020/7/17,0.653,4,No
2020/7/17,0.402,4,No
2020/7/17,0.704,3.6,Yes
2020/7/17,0.452,4,No
2020/7/17,0.327,4,No
2020/7/17,0.327,4,No
2020/7/17,0.327,4,No
2020/7/18,0.427,4,No
2020/7/18,0.477,4,No
2020/7/18,0.503,4,No
2020/7/18,0.528,4,No
2020/7/18,0.427,4,No
2020/7/18,0.477,4,No
2020/7/18,0.377,4,No
2020/7/18,0.678,4,No
2020/7/18,0.452,4,No
2020/7/18,0.678,4,No
2020/7/18,0.402,4,No
2020/7/18,0.427,4,No
2020/7/18,0.603,4,No
2020/7/18,0.477,4,No
2020/7/18,0.452,4,No
2020/7/18,0.477,4,No
2020/7/18,0.452,4,No
2020/7/19,0.377,4,No
2020/7/19,0.804,4,No
2020/7/19,0.327,4,No
2020/7/19,0.704,4,No
2020/7/19,0.302,3.2,Yes
2020/7/19,0.377,4,No
2020/7/19,0.452,4,No
2020/7/19,0.276,4,No
2020/7/19,0.377,4,No
2020/7/19,0.327,4,No
2020/7/19,0.352,4,No
2020/7/19,0.402,4,No
2020/7/19,0.377,4,No
2020/7/19,0.377,4,No
2020/7/19,0.302,4,No
2020/7/19,0.402,4,No
2020/7/19,0.377,4,No
2020/7/19,0.402,4,No
2020/7/19,0.377,4,No
2020/7/19,0.653,3.8,Yes
2020/7/19,0.427,4,No
2020/7/19,0.377,4,No
2020/7/19,0.377,3.4,Yes
2020/7/19,0.427,4,No
2020/7/19,0.427,4,No
2020/7/19,0.427,3.6,Yes
2020/7/19,0.377,4,No
2020/7/19,0.503,4,No
2020/7/19,0.678,4,No
2020/7/19,0.302,4,No
2020/7/19,0.452,4,No
2020/7/19,0.402,4,No
2020/7/19,0.528,4,No
2020/7/19,0.427,4,No
2020/7/19,0.327,3.7,Yes
2020/7/19,0.327,4,No
2020/7/19,0.427,4,No
2020/7/19,0.427,3.7,Yes
2020/7/19,0.352,3.7,Yes
2020/7/19,0.377,4,No
2020/7/19,0.452,4,No
2020/7/19,0.477,4,No
2020/7/19,0.704,4,No
2020/7/19,0.302,3.6,Yes
2020/7/19,0.251,4,No
2020/7/19,0.352,4,No
2020/7/19,0.402,4,No
2020/7/19,0.276,4,No
2020/7/19,0.427,4,No
2020/7/19,0.377,4,No
2020/7/19,0.678,4,No
2020/7/20,0.302,4,No
2020/7/20,0.427,4,No
2020/7/20,0.377,4,No
2020/7/20,0.779,4,No
2020/7/20,0.427,4,No
2020/7/20,0.528,4,No
2020/7/20,0.477,4,No
2020/7/20,0.352,4,No
2020/7/20,0.402,4,No
2020/7/20,0.377,4,No
2020/7/20,0.854,4,No
2020/7/20,0.452,4,No
2020/7/20,0.528,4,No
2020/7/20,0.327,4,No
2020/7/20,0.402,4,No
2020/7/20,0.402,4,No
2020/7/20,0.477,3.6,Yes
2020/7/20,0.377,4,No
2020/7/20,0.402,4,No
2020/7/20,0.452,4,No
2020/7/20,0.352,2.1,Yes
2020/7/20,0.452,4,No
2020/7/20,0.302,4,No
2020/7/20,0.402,4,No
2020/7/20,0.427,4,No
2020/7/20,0.528,3.7,Yes
2020/7/20,0.377,1.4,Yes
2020/7/20,0.553,4,No
2020/7/20,0.402,3.6,Yes
2020/7/20,0.226,3.7,Yes
2020/7/21,0.402,4,No
2020/7/21,0.477,4,No
2020/7/21,0.477,4,No
2020/7/21,0.452,4,No
2020/7/21,0.779,4,No
2020/7/21,0.452,3.7,Yes
2020/7/21,0.402,4,No
2020/7/21,0.352,4,No
2020/7/21,0.402,4,No
2020/7/21,0.452,4,No
2020/7/21,0.402,4,No
2020/7/21,0.377,4,No
2020/7/21,0.377,4,No
2020/7/21,0.327,4,No
2020/7/21,0.427,4,No
2020/7/21,0.477,4,No
2020/7/21,1.156,4,No
2020/7/21,0.402,4,No
2020/7/21,0.402,3.6,Yes
2020/7/21,0.427,4,No
2020/7/21,0.427,4,No
2020/7/21,0.452,4,No
2020/7/21,0.327,3.6,Yes
2020/7/21,0.402,4,No
2020/7/22,0.93,4,No
2020/7/22,0.427,4,No
2020/7/22,0.754,4,No
2020/7/22,0.779,4,No
2020/7/22,0.402,4,No
2020/7/22,0.452,4,No
2020/7/22,0.503,4,No
2020/7/22,0.402,4,No
2020/7/22,0.327,4,No
2020/7/22,0.452,4,No
2020/7/22,0.553,4,No
2020/7/22,0.377,4,No
2020/7/22,0.553,4,No
2020/7/22,0.377,4,No
2020/7/22,0.352,4,No
2020/7/22,0.427,4,No
2020/7/22,0.477,4,No
2020/7/22,0.377,4,No
2020/7/22,0.352,4,No
2020/7/22,0.804,4,No
2020/7/22,0.879,4,No
2020/7/22,0.477,3.8,Yes
2020/7/22,0.603,4,No
2020/7/22,0.452,4,No
2020/7/22,0.352,4,No
2020/7/22,0.402,4,No
2020/7/22,0.352,4,No
2020/7/22,0.427,4,No
2020/7/22,0.402,4,No
2020/7/22,0.402,4,No
2020/7/22,0.427,4,No
2020/7/22,0.276,4,No
2020/7/22,0.377,4,No
2020/7/22,0.452,4,No
2020/7/22,0.528,4,No
2020/7/22,0.427,4,No
2020/7/22,0.427,4,No
2020/7/22,0.402,4,No
2020/7/22,0.327,4,No
2020/7/22,0.377,4,No
2020/7/22,0.226,3.5,Yes
2020/7/22,0.302,3.7,Yes
2020/7/22,0.452,4,No
2020/7/22,0.276,4,No
2020/7/22,0.352,4,No
2020/7/22,0.503,4,No
2020/7/22,0.427,4,No
2020/7/23,0.452,4,No
2020/7/23,0.754,4,No
2020/7/23,0.377,4,No
2020/7/23,0.377,4,No
2020/7/23,0.402,4,No
2020/7/23,0.427,4,No
2020/7/23,0.427,3.6,Yes
2020/7/23,0.427,4,No
2020/7/23,0.477,4,No
2020/7/23,0.98,4,No
2020/7/23,0.503,4,No
2020/7/23,0.427,4,No
2020/7/23,0.377,4,No
2020/7/23,0.578,3.6,Yes
2020/7/23,0.302,4,No
2020/7/23,0.377,4,No
2020/7/23,0.402,4,No
2020/7/23,0.452,4,No
2020/7/23,0.377,4,No
2020/7/23,0.402,4,No
2020/7/23,0.754,4,No
2020/7/23,0.427,4,No
2020/7/23,0.377,3.6,Yes
2020/7/23,0.503,4,No
2020/7/23,0.377,4,No
2020/7/23,0.628,4,No
2020/7/23,0.553,4,No
2020/7/23,0.729,4,No
2020/7/24,0.402,4,No
2020/7/24,0.427,4,No
2020/7/24,0.503,4,No
2020/7/24,0.553,4,No
2020/7/24,0.402,4,No
2020/7/24,0.402,4,No
2020/7/24,0.452,4,No
2020/7/24,0.352,4,No
2020/7/24,0.427,4,No
2020/7/24,0.327,4,No
2020/7/24,0.477,4,No
2020/7/24,0.854,4,No
2020/7/24,0.377,3.5,Yes
2020/7/24,0.754,4,No
2020/7/24,0.452,4,No
2020/7/24,0.452,4,No
2020/7/24,0.427,4,No
2020/7/24,0.779,4,No
2020/7/24,0.402,3.5,Yes
2020/7/24,0.377,4,No
2020/7/24,0.452,4,No
2020/7/24,0.678,4,No
2020/7/24,0.377,4,No
2020/7/24,0.528,4,No
2020/7/24,0.578,4,No
2020/7/24,0.352,4,No
2020/7/24,0.477,4,No
2020/7/24,0.854,4,No
2020/7/24,0.427,4,No
2020/7/24,0.528,4,No
2020/7/24,0.578,4,No
2020/7/24,0.327,4,No
2020/7/24,0.477,4,No
2020/7/24,0.427,4,No
2020/7/24,0.327,4,No
2020/7/24,0.578,4,No
2020/7/25,0.321,5,No
2020/7/25,0.703,4.6,Yes
2020/7/25,0.321,5,No
2020/7/25,0.361,5,No
2020/7/25,0.663,4.6,Yes
2020/7/25,0.341,5,No
2020/7/25,0.341,5,No
2020/7/25,0.402,5,No
2020/7/25,0.341,4.5,Yes
2020/7/25,0.703,5,No
2020/7/25,0.382,5,No
2020/7/25,0.382,5,No
2020/7/25,0.382,5,No
2020/7/25,0.402,5,No
2020/7/25,0.422,4.2,Yes
2020/7/25,0.341,5,No
2020/7/25,0.361,5,No
2020/7/25,0.321,5,No
2020/7/25,0.361,5,No
2020/7/25,0.402,5,No
2020/7/25,0.683,5,No
2020/7/25,0.261,4.5,Yes
2020/7/25,0.341,5,No
2020/7/25,0.382,5,No
2020/7/25,0.703,5,No
2020/7/25,0.361,5,No
2020/7/25,0.341,5,No
2020/7/25,0.763,5,No
2020/7/25,0.341,5,No
2020/7/25,0.402,5,No
2020/7/25,0.402,5,No
2020/7/25,0.402,5,No
2020/7/25,0.361,5,No
2020/7/25,0.321,5,No
2020/7/25,0.743,5,No
