Date,Quantity Sold (kilo),Unit Selling Price (RMB/kg),Discount (Yes/No)
2020/7/6,0.651,10,No
2020/7/6,0.381,10,No
2020/7/6,0.802,10,No
2020/7/6,0.2,10,No
2020/7/6,0.21,10,No
2020/7/6,0.541,10,No
2020/7/6,0.641,10,No
2020/7/6,0.291,10,No
2020/7/6,0.13,10,No
2020/7/6,0.631,10,No
2020/7/6,0.421,10,No
2020/7/6,0.341,10,No
2020/7/6,0.431,10,No
2020/7/6,0.411,10,No
2020/7/6,0.561,10,No
2020/7/6,0.16,10,No
2020/7/6,0.241,10,No
2020/7/6,0.241,10,No
2020/7/6,0.531,10,No
2020/7/7,0.371,10,No
2020/7/7,0.661,10,No
2020/7/7,0.271,10,No
2020/7/7,0.271,10,No
2020/7/7,0.511,10,No
2020/7/7,0.601,10,No
2020/7/7,0.321,10,No
2020/7/7,0.661,10,No
2020/7/7,0.261,10,No
2020/7/7,0.551,10,No
2020/7/7,0.351,10,No
2020/7/7,0.651,10,No
2020/7/7,0.16,10,No
2020/7/7,0.331,10,No
2020/7/7,0.19,10,No
2020/7/7,0.481,10,No
2020/7/7,0.351,10,No
2020/7/7,0.431,10,No
2020/7/7,0.16,10,No
2020/7/7,0.451,10,No
2020/7/7,0.14,10,No
2020/7/7,0.281,10,No
2020/7/7,0.301,10,No
2020/7/7,0.19,10,No
2020/7/7,0.381,10,No
2020/7/7,0.531,10,No
2020/7/8,0.361,10,No
2020/7/8,0.16,10,No
2020/7/8,0.281,10,No
2020/7/8,0.411,10,No
2020/7/8,0.391,10,No
2020/7/8,0.471,10,No
2020/7/8,0.661,10,No
2020/7/8,0.581,10,No
2020/7/8,0.421,10,No
2020/7/8,0.301,10,No
2020/7/8,0.621,10,No
2020/7/8,0.902,10,No
2020/7/8,0.241,10,No
2020/7/8,0.461,10,No
2020/7/8,0.331,10,No
2020/7/8,0.21,10,No
2020/7/8,0.351,10,No
2020/7/8,0.451,10,No
2020/7/8,0.12,10,No
2020/7/8,1.012,10,No
2020/7/8,0.341,10,No
2020/7/8,0.411,10,No
2020/7/8,0.381,10,No
2020/7/8,0.391,10,No
2020/7/8,1.192,10,No
2020/7/8,0.241,10,No
2020/7/8,0.231,10,No
2020/7/8,0.281,10,No
2020/7/8,0.12,10,No
2020/7/8,0.241,10,No
2020/7/9,0.18,10,No
2020/7/9,0.381,10,No
2020/7/9,0.351,10,No
2020/7/9,0.471,10,No
2020/7/9,0.441,10,No
2020/7/9,0.451,10,No
2020/7/9,0.241,10,No
2020/7/9,0.581,10,No
2020/7/9,0.511,10,No
2020/7/9,0.351,10,No
2020/7/9,0.22,10,No
2020/7/9,0.491,10,No
2020/7/9,0.511,10,No
2020/7/9,0.551,10,No
2020/7/9,0.481,10,No
2020/7/9,0.301,10,No
2020/7/9,0.381,10,No
2020/7/9,0.691,10,No
2020/7/9,0.421,10,No
2020/7/9,0.251,10,No
2020/7/9,0.461,10,No
2020/7/9,0.21,10,No
2020/7/9,0.431,10,No
2020/7/9,0.331,10,No
2020/7/9,0.15,10,No
2020/7/9,0.341,10,No
2020/7/10,0.331,10,No
2020/7/10,0.541,10,No
2020/7/10,0.651,10,No
2020/7/10,0.361,10,No
2020/7/10,0.631,10,No
2020/7/10,0.561,10,No
2020/7/10,0.19,10,No
2020/7/10,0.651,10,No
2020/7/10,0.291,10,No
2020/7/10,0.391,10,No
2020/7/10,0.14,10,No
2020/7/10,0.511,10,No
2020/7/10,0.511,10,No
2020/7/10,0.331,10,No
2020/7/10,0.551,10,No
2020/7/10,0.431,10,No
2020/7/10,0.09,10,No
2020/7/10,0.491,10,No
2020/7/10,0.431,10,No
2020/7/10,0.812,10,No
2020/7/10,0.331,10,No
2020/7/10,0.631,10,No
2020/7/10,0.461,10,No
2020/7/10,0.241,10,No
2020/7/10,0.241,10,No
2020/7/10,0.231,10,No
2020/7/10,0.631,10,No
2020/7/10,0.421,10,No
2020/7/10,0.21,8.6,Yes
2020/7/10,0.22,10,No
2020/7/10,0.261,10,No
2020/7/11,0.581,10,No
2020/7/11,0.441,10,No
2020/7/11,0.441,10,No
2020/7/11,0.351,10,No
2020/7/11,0.611,9.5,Yes
2020/7/11,0.241,10,No
2020/7/11,0.471,10,No
2020/7/11,0.301,10,No
2020/7/11,0.21,10,No
2020/7/11,0.331,10,No
2020/7/11,0.992,10,No
2020/7/11,0.411,10,No
2020/7/11,0.511,10,No
2020/7/11,0.271,10,No
2020/7/11,0.231,10,No
2020/7/11,1.062,10,No
2020/7/11,0.441,10,No
2020/7/11,0.691,10,No
2020/7/11,0.982,10,No
2020/7/11,0.792,10,No
2020/7/11,0.411,10,No
2020/7/11,0.231,10,No
2020/7/11,0.581,10,No
2020/7/11,0.691,10,No
2020/7/11,0.491,10,No
2020/7/11,0.341,10,No
2020/7/11,0.611,10,No
2020/7/11,0.441,9.6,Yes
2020/7/11,0.251,9.5,Yes
2020/7/11,0.251,10,No
2020/7/11,0.21,9.2,Yes
2020/7/11,0.752,10,No
2020/7/11,0.611,10,No
2020/7/11,0.521,10,No
2020/7/11,0.251,10,No
2020/7/11,0.15,10,No
2020/7/11,0.311,10,No
2020/7/11,0.471,10,No
2020/7/11,0.691,10,No
2020/7/11,0.351,10,No
2020/7/11,0.491,10,No
2020/7/11,0.391,10,No
2020/7/11,0.391,10,No
2020/7/11,0.271,10,No
2020/7/11,0.311,10,No
2020/7/11,0.311,10,No
2020/7/11,0.721,10,No
2020/7/11,0.17,10,No
2020/7/11,0.431,10,No
2020/7/12,0.441,10,No
2020/7/12,0.491,10,No
2020/7/12,0.251,10,No
2020/7/12,0.291,10,No
2020/7/12,0.461,10,No
2020/7/12,0.842,10,No
2020/7/12,0.301,10,No
2020/7/12,0.261,10,No
2020/7/12,0.501,10,No
2020/7/12,0.421,10,No
2020/7/12,0.711,10,No
2020/7/12,0.22,10,No
2020/7/12,0.271,10,No
2020/7/12,0.341,10,No
2020/7/12,0.341,10,No
2020/7/12,0.451,10,No
2020/7/12,0.511,10,No
2020/7/12,0.351,10,No
2020/7/12,0.451,10,No
2020/7/12,0.591,10,No
2020/7/12,0.331,10,No
2020/7/12,0.321,10,No
2020/7/12,0.491,9,Yes
2020/7/12,0.591,10,No
2020/7/12,0.241,10,No
2020/7/12,0.331,10,No
2020/7/12,0.321,9,Yes
2020/7/12,0.701,10,No
2020/7/12,1.122,10,No
2020/7/12,0.231,10,No
2020/7/12,0.401,10,No
2020/7/12,0.22,10,No
2020/7/13,0.541,10,No
2020/7/13,0.721,10,No
2020/7/13,0.691,10,No
2020/7/13,0.22,10,No
2020/7/13,0.561,10,No
2020/7/13,0.782,7.3,Yes
2020/7/13,0.902,10,No
2020/7/13,0.231,10,No
2020/7/13,0.411,10,No
2020/7/13,0.621,10,No
2020/7/13,0.341,10,No
2020/7/13,0.711,10,No
2020/7/13,0.371,10,No
2020/7/13,0.321,10,No
2020/7/13,0.551,10,No
2020/7/13,0.261,10,No
2020/7/13,0.291,10,No
2020/7/13,0.501,10,No
2020/7/13,0.451,10,No
2020/7/13,0.431,10,No
2020/7/13,0.14,10,No
2020/7/13,0.551,9.2,Yes
2020/7/13,0.12,10,No
2020/7/13,0.311,10,No
2020/7/13,0.311,10,No
2020/7/13,0.301,10,No
2020/7/13,0.331,10,No
2020/7/13,0.351,10,No
2020/7/13,0.18,10,No
2020/7/14,0.401,10,No
2020/7/14,0.792,10,No
2020/7/14,0.401,10,No
2020/7/14,0.301,10,No
2020/7/14,0.441,10,No
2020/7/14,0.281,10,No
2020/7/14,0.281,10,No
2020/7/14,0.611,10,No
2020/7/14,0.531,10,No
2020/7/14,0.631,10,No
2020/7/14,0.341,10,No
2020/7/14,0.431,10,No
2020/7/14,0.15,10,No
2020/7/14,0.681,10,No
2020/7/14,0.501,10,No
2020/7/14,0.431,10,No
2020/7/14,0.421,10,No
2020/7/14,0.261,10,No
2020/7/14,0.231,10,No
2020/7/14,0.321,10,No
2020/7/14,0.361,10,No
2020/7/14,0.671,10,No
2020/7/14,0.19,10,No
2020/7/14,0.481,10,No
2020/7/14,0.371,10,No
2020/7/15,0.231,10,No
2020/7/15,0.281,10,No
2020/7/15,0.431,10,No
2020/7/15,0.511,10,No
2020/7/15,0.09,10,No
2020/7/15,0.371,10,No
2020/7/15,1.072,10,No
2020/7/15,0.491,10,No
2020/7/15,0.531,10,No
2020/7/15,0.18,10,No
2020/7/15,0.591,10,No
2020/7/15,0.431,10,No
2020/7/15,0.301,10,No
2020/7/15,0.291,10,No
2020/7/15,0.551,10,No
2020/7/15,0.261,10,No
2020/7/15,0.591,10,No
2020/7/15,0.251,10,No
2020/7/15,0.331,10,No
2020/7/15,0.291,10,No
2020/7/15,0.281,10,No
2020/7/15,0.321,10,No
2020/7/15,0.531,10,No
2020/7/15,0.16,10,No
2020/7/15,0.601,10,No
2020/7/15,0.411,10,No
2020/7/15,0.631,10,No
2020/7/15,0.281,10,No
2020/7/15,0.381,10,No
2020/7/15,0.351,10,No
2020/7/15,0.331,10,No
2020/7/15,0.231,10,No
2020/7/15,0.521,10,No
2020/7/15,0.471,10,No
2020/7/15,0.291,10,No
2020/7/15,0.231,10,No
2020/7/15,0.621,10,No
2020/7/15,0.241,10,No
2020/7/15,0.21,10,No
2020/7/16,0.431,10,No
2020/7/16,0.321,10,No
2020/7/16,0.842,10,No
2020/7/16,0.311,10,No
2020/7/16,0.22,10,No
2020/7/16,0.17,10,No
2020/7/16,0.431,10,No
2020/7/16,0.321,10,No
2020/7/16,0.331,10,No
2020/7/16,0.13,10,No
2020/7/16,0.331,10,No
2020/7/16,0.581,10,No
2020/7/16,0.451,10,No
2020/7/16,0.521,10,No
2020/7/16,0.411,10,No
2020/7/16,0.451,10,No
2020/7/16,0.461,10,No
2020/7/16,0.22,10,No
2020/7/16,0.361,10,No
2020/7/16,0.541,10,No
2020/7/16,0.551,10,No
2020/7/16,0.441,10,No
2020/7/16,0.391,10,No
2020/7/16,0.18,10,No
2020/7/16,0.501,10,No
2020/7/16,0.341,10,No
2020/7/16,0.631,10,No
2020/7/16,0.471,10,No
2020/7/16,0.18,10,No
2020/7/16,0.311,10,No
2020/7/16,0.561,10,No
2020/7/16,0.361,10,No
2020/7/16,0.571,10,No
2020/7/16,0.19,10,No
2020/7/16,0.441,10,No
2020/7/17,0.291,10,No
2020/7/17,0.481,10,No
2020/7/17,0.772,10,No
2020/7/17,0.501,10,No
2020/7/17,0.571,10,No
2020/7/17,0.341,10,No
2020/7/17,0.261,10,No
2020/7/17,0.351,8.7,Yes
2020/7/17,0.17,10,No
2020/7/17,0.481,10,No
2020/7/17,0.19,3.3,Yes
2020/7/17,0.311,10,No
2020/7/17,0.251,10,No
2020/7/17,0.461,8.7,Yes
2020/7/17,0.671,10,No
2020/7/17,0.541,10,No
2020/7/17,0.321,10,No
2020/7/17,0.251,10,No
2020/7/17,0.281,10,No
2020/7/17,0.361,10,No
2020/7/17,0.411,10,No
2020/7/17,0.321,10,No
2020/7/18,0.411,10,No
2020/7/18,0.361,10,No
2020/7/18,0.421,9.2,Yes
2020/7/18,0.431,10,No
2020/7/18,0.22,10,No
2020/7/18,0.651,10,No
2020/7/18,0.561,10,No
2020/7/18,0.241,10,No
2020/7/18,0.531,10,No
2020/7/18,0.341,8.7,Yes
2020/7/18,1.102,9.5,Yes
2020/7/18,0.291,8.7,Yes
2020/7/18,0.661,10,No
2020/7/18,0.311,10,No
2020/7/18,0.1,10,No
2020/7/18,0.14,10,No
2020/7/18,0.18,9,Yes
2020/7/18,0.511,10,No
2020/7/18,0.812,10,No
2020/7/18,0.301,10,No
2020/7/18,0.351,10,No
2020/7/18,0.441,10,No
2020/7/18,0.321,10,No
2020/7/18,0.19,10,No
2020/7/18,0.521,10,No
2020/7/18,0.982,10,No
2020/7/18,0.441,10,No
2020/7/18,0.661,10,No
2020/7/18,0.721,10,No
2020/7/18,0.822,10,No
2020/7/18,0.22,10,No
2020/7/18,0.22,10,No
2020/7/18,0.341,10,No
2020/7/18,0.501,10,No
2020/7/18,0.301,10,No
2020/7/18,0.301,10,No
2020/7/18,0.431,10,No
2020/7/18,0.311,10,No
2020/7/18,0.271,10,No
2020/7/18,0.631,10,No
2020/7/18,0.491,10,No
2020/7/18,0.431,8.8,Yes
2020/7/18,0.241,10,No
2020/7/18,0.471,10,No
2020/7/18,0.261,10,No
2020/7/18,0.321,9,Yes
2020/7/18,0.281,10,No
2020/7/18,0.601,9,Yes
2020/7/18,0.371,10,No
2020/7/18,0.401,10,No
2020/7/18,0.321,8.7,Yes
2020/7/18,0.411,8.7,Yes
2020/7/18,0.261,10,No
2020/7/18,0.321,10,No
2020/7/19,0.21,10,No
2020/7/19,0.291,10,No
2020/7/19,0.321,10,No
2020/7/19,0.301,6.8,Yes
2020/7/19,0.411,10,No
2020/7/19,0.471,10,No
2020/7/19,0.391,10,No
2020/7/19,0.16,10,No
2020/7/19,0.431,10,No
2020/7/19,0.17,10,No
2020/7/19,0.401,10,No
2020/7/19,0.691,10,No
2020/7/19,0.241,10,No
2020/7/19,0.371,10,No
2020/7/19,0.461,10,No
2020/7/19,0.681,10,No
2020/7/19,0.862,8.8,Yes
2020/7/19,0.351,10,No
2020/7/19,0.651,10,No
2020/7/19,0.531,10,No
2020/7/19,0.451,10,No
2020/7/19,0.581,10,No
2020/7/19,0.391,10,No
2020/7/19,0.261,10,No
2020/7/19,0.351,10,No
2020/7/19,0.521,10,No
2020/7/19,0.281,10,No
2020/7/19,0.351,10,No
2020/7/19,0.241,9.2,Yes
2020/7/19,0.451,10,No
2020/7/19,0.251,10,No
2020/7/19,0.411,10,No
2020/7/19,0.341,10,No
2020/7/19,0.381,10,No
2020/7/19,0.491,10,No
2020/7/19,0.251,10,No
2020/7/19,0.241,8.9,Yes
2020/7/19,0.421,9.4,Yes
2020/7/19,0.461,10,No
2020/7/19,0.441,10,No
2020/7/19,0.591,10,No
2020/7/19,0.431,10,No
2020/7/19,0.561,9.1,Yes
2020/7/19,0.241,10,No
2020/7/19,0.17,10,No
2020/7/19,0.231,10,No
2020/7/19,0.11,10,No
2020/7/19,0.431,10,No
2020/7/19,0.651,10,No
2020/7/19,0.471,10,No
2020/7/19,0.521,10,No
2020/7/19,0.281,10,No
2020/7/19,0.311,10,No
2020/7/19,0.541,10,No
2020/7/19,0.621,10,No
2020/7/19,0.261,10,No
2020/7/19,0.381,10,No
2020/7/19,0.281,10,No
2020/7/19,0.261,10,No
2020/7/19,0.411,10,No
2020/7/19,0.571,10,No
2020/7/19,0.361,10,No
2020/7/19,0.451,10,No
2020/7/19,0.261,10,No
2020/7/19,0.581,10,No
2020/7/19,0.421,10,No
2020/7/19,0.471,10,No
2020/7/19,0.241,10,No
2020/7/19,0.501,10,No
2020/7/19,0.351,10,No
2020/7/19,0.461,10,No
2020/7/19,0.14,10,No
2020/7/19,0.351,10,No
2020/7/19,0.261,8.8,Yes
2020/7/19,0.251,10,No
2020/7/19,0.271,10,No
2020/7/19,0.361,10,No
2020/7/19,0.341,10,No
2020/7/19,0.381,10,No
2020/7/20,0.581,10,No
2020/7/20,1.092,10,No
2020/7/20,0.391,10,No
2020/7/20,0.321,8.4,Yes
2020/7/20,0.251,10,No
2020/7/20,0.321,10,No
2020/7/20,0.511,10,No
2020/7/20,0.541,10,No
2020/7/20,0.331,10,No
2020/7/20,0.732,10,No
2020/7/20,0.621,10,No
2020/7/20,0.581,10,No
2020/7/20,0.271,10,No
2020/7/20,0.511,10,No
2020/7/20,0.451,10,No
2020/7/20,0.792,10,No
2020/7/20,0.591,10,No
2020/7/20,0.321,10,No
2020/7/20,0.361,10,No
2020/7/20,0.351,10,No
2020/7/20,0.411,10,No
2020/7/20,0.411,7.3,Yes
2020/7/20,1.002,10,No
2020/7/20,0.291,10,No
2020/7/20,0.942,10,No
2020/7/20,0.501,6.2,Yes
2020/7/20,0.411,10,No
2020/7/21,0.774,7,No
2020/7/21,0.473,7,No
2020/7/21,0.373,7,No
2020/7/21,0.387,7,No
2020/7/21,0.573,7,No
2020/7/21,0.444,7,No
2020/7/21,0.702,7,No
2020/7/21,0.573,7,No
2020/7/21,0.774,7,No
2020/7/21,0.43,7,No
2020/7/21,0.559,7,No
2020/7/21,0.373,1.9,Yes
2020/7/21,0.731,7,No
2020/7/21,0.559,7,No
2020/7/21,0.272,7,No
2020/7/21,0.344,7,No
2020/7/21,0.673,7,No
2020/7/21,0.401,7,No
2020/7/21,0.373,7,No
2020/7/21,0.516,7,No
2020/7/21,0.158,7,No
2020/7/21,0.201,7,No
2020/7/21,0.229,7,No
2020/7/21,0.401,7,No
2020/7/21,0.53,7,No
2020/7/21,0.416,7,No
2020/7/21,0.229,7,No
2020/7/21,0.373,7,No
2020/7/21,0.229,7,No
2020/7/21,0.501,7,No
2020/7/21,0.315,7,No
2020/7/21,0.301,7,No
2020/7/21,0.43,7,No
2020/7/21,0.129,7,No
2020/7/22,0.802,7,No
2020/7/22,0.344,7,No
2020/7/22,0.33,6,Yes
2020/7/22,0.616,7,No
2020/7/22,0.201,7,No
2020/7/22,0.63,7,No
2020/7/22,0.501,7,No
2020/7/22,0.401,7,No
2020/7/22,0.416,7,No
2020/7/22,0.33,7,No
2020/7/22,0.688,7,No
2020/7/22,0.401,7,No
2020/7/22,0.201,7,No
2020/7/22,0.487,7,No
2020/7/22,0.373,7,No
2020/7/22,0.33,7,No
2020/7/22,0.258,6,Yes
2020/7/22,0.057,7,No
2020/7/22,0.544,7,No
2020/7/22,0.416,7,No
2020/7/22,0.272,7,No
2020/7/22,0.258,7,No
2020/7/22,0.444,7,No
2020/7/22,0.143,7,No
2020/7/22,0.688,7,No
2020/7/22,0.258,7,No
2020/7/22,0.301,7,No
2020/7/22,0.301,6.4,Yes
2020/7/22,0.301,7,No
2020/7/22,0.387,7,No
2020/7/22,0.43,7,No
2020/7/22,0.301,7,No
2020/7/22,0.244,7,No
2020/7/22,0.215,7,No
2020/7/22,0.559,7,No
2020/7/22,0.201,7,No
2020/7/22,0.272,7,No
2020/7/22,0.215,7,No
2020/7/23,0.245,9,No
2020/7/23,0.657,9,No
2020/7/23,0.512,9,No
2020/7/23,0.457,9,No
2020/7/23,0.267,9,No
2020/7/23,0.379,9,No
2020/7/23,0.323,9,No
2020/7/23,0.223,9,No
2020/7/23,0.212,8.4,Yes
2020/7/23,0.613,9,No
2020/7/23,0.379,9,No
2020/7/23,0.49,9,No
2020/7/23,0.434,9,No
2020/7/23,0.356,9,No
2020/7/23,0.646,9,No
2020/7/23,0.457,9,No
2020/7/23,0.301,9,No
2020/7/23,0.445,9,No
2020/7/23,0.557,9,No
2020/7/23,0.657,9,No
2020/7/23,0.401,9,No
2020/7/23,0.39,9,No
2020/7/23,0.368,9,No
2020/7/23,0.145,9,No
2020/7/23,0.189,9,No
2020/7/23,0.39,9,No
2020/7/23,0.167,9,No
2020/7/23,0.457,9,No
2020/7/23,0.646,9,No
2020/7/23,0.557,9,No
2020/7/24,0.212,9,No
2020/7/24,0.613,9,No
2020/7/24,0.267,9,No
2020/7/24,0.368,9,No
2020/7/24,0.301,9,No
2020/7/24,0.379,9,No
2020/7/24,0.568,9,No
2020/7/24,0.468,9,No
2020/7/24,0.212,9,No
2020/7/24,0.356,9,No
2020/7/24,0.49,9,No
2020/7/24,0.368,9,No
2020/7/24,0.267,9,No
2020/7/24,0.2,9,No
2020/7/24,0.401,8.3,Yes
2020/7/24,0.468,9,No
2020/7/24,0.423,9,No
2020/7/24,0.601,9,No
2020/7/24,0.445,9,No
2020/7/24,0.178,9,No
2020/7/24,0.412,9,No
2020/7/24,0.457,9,No
2020/7/24,0.802,9,No
2020/7/24,0.423,9,No
2020/7/24,0.234,9,No
2020/7/24,0.713,9,No
2020/7/24,0.445,9,No
2020/7/24,0.39,9,No
2020/7/24,0.401,7.7,Yes
2020/7/24,0.2,9,No
2020/7/24,0.145,9,No
2020/7/24,0.256,9,No
2020/7/24,0.401,9,No
2020/7/24,0.334,9,No
2020/7/24,0.156,9,No
2020/7/24,0.368,9,No
2020/7/25,0.523,9,No
2020/7/25,0.457,8.4,Yes
2020/7/25,0.434,9,No
2020/7/25,0.312,9,No
2020/7/25,0.334,9,No
2020/7/25,0.49,9,No
2020/7/25,0.735,9,No
2020/7/25,0.49,9,No
2020/7/25,0.379,9,No
2020/7/25,0.39,9,No
2020/7/25,0.479,8.3,Yes
2020/7/25,0.212,9,No
2020/7/25,0.768,9,No
2020/7/25,0.479,9,No
2020/7/25,0.323,9,No
2020/7/25,0.646,9,No
2020/7/25,0.29,9,No
2020/7/25,0.323,9,No
2020/7/25,0.423,9,No
2020/7/25,0.423,9,No
2020/7/25,0.523,9,No
2020/7/25,0.368,9,No
2020/7/25,0.29,8.1,Yes
2020/7/25,0.234,9,No
2020/7/25,0.468,9,No
2020/7/25,0.646,9,No
2020/7/25,0.156,8,Yes
2020/7/25,0.457,9,No
2020/7/25,0.2,9,No
2020/7/25,0.245,9,No
2020/7/25,0.423,9,No
2020/7/25,0.523,9,No
2020/7/25,0.223,9,No
2020/7/25,0.401,9,No
2020/7/25,0.479,9,No
2020/7/25,0.267,9,No
2020/7/26,0.345,9,No
2020/7/26,0.189,9,No
2020/7/26,0.29,9,No
2020/7/26,0.379,9,No
2020/7/26,0.368,9,No
2020/7/26,0.535,9,No
2020/7/26,0.512,9,No
2020/7/26,0.334,9,No
2020/7/26,0.635,9,No
2020/7/26,0.312,9,No
2020/7/26,0.902,9,No
2020/7/26,0.401,8,Yes
2020/7/26,0.301,9,No
2020/7/26,0.434,9,No
2020/7/26,0.29,9,No
2020/7/26,0.468,9,No
2020/7/26,0.546,9,No
2020/7/26,0.312,9,No
2020/7/26,0.468,9,No
2020/7/26,0.39,8.3,Yes
2020/7/26,0.557,9,No
2020/7/26,0.501,9,No
2020/7/26,0.312,9,No
2020/7/26,0.523,9,No
2020/7/26,0.401,9,No
2020/7/26,0.635,9,No
2020/7/26,0.245,9,No
2020/7/26,0.434,9,No
2020/7/26,0.178,9,No
2020/7/26,0.223,9,No
2020/7/26,0.401,9,No
2020/7/26,0.156,9,No
2020/7/26,0.39,9,No
2020/7/26,0.223,9,No
2020/7/26,0.345,9,No
2020/7/26,0.134,9,No
2020/7/26,0.468,9,No
2020/7/26,0.568,9,No
2020/7/26,0.49,9,No
2020/7/26,0.512,8.4,Yes
2020/7/26,0.345,9,No
2020/7/26,0.323,9,No
